Date,Close/Last,Volume,Open,High,Low
07/17/2026,$646.010009765625,22219700,$647.7000122070312,$652.2000122070312,$626
07/16/2026,$664.5399780273438,15816000,$677.280029296875,$681.9000244140625,$660.1599731445312
07/15/2026,$681.3099975585938,19003400,$663.5999755859375,$686.0800170898438,$656.6599731445312
07/14/2026,$661.0399780273438,16748200,$652,$666.5,$649.0499877929688
07/13/2026,$656.72998046875,19840700,$661.3800048828125,$676.6199951171875,$654.2000122070312
07/10/2026,$669.2100219726562,40608900,$660.3400268554688,$677.8599853515625,$658.010009765625
07/09/2026,$631.47998046875,26579700,$583.989990234375,$633.27001953125,$577.0700073242188
07/08/2026,$603.1199951171875,13606500,$614.3900146484375,$616,$598.010009765625
07/07/2026,$615.5800170898438,18560800,$607.5900268554688,$625.3699951171875,$603.6599731445312
07/06/2026,$600.2899780273438,17674100,$594.8400268554688,$603.5800170898438,$581.760009765625
07/02/2026,$582.9000244140625,21705900,$607.9000244140625,$610,$580.4199829101562
07/01/2026,$612.9099731445312,45536300,$607.9099731445312,$628.280029296875,$595.0999755859375
06/30/2026,$563.2899780273438,18111100,$560.9400024414062,$565.5399780273438,$551.4299926757812
06/29/2026,$562.5999755859375,15011400,$560,$570.9000244140625,$558
06/26/2026,$550.25,18867700,$543.3400268554688,$556.8499755859375,$540.4000244140625
06/25/2026,$542.8699951171875,16968600,$555.5499877929688,$556.3400268554688,$540.1799926757812
06/24/2026,$557.6699829101562,13963600,$561.8900146484375,$569.0399780273438,$555.5499877929688
06/23/2026,$562.2000122070312,13103300,$562.25,$572.2000122070312,$561.02001953125
06/22/2026,$563.8499755859375,15405500,$572.02001953125,$575.8099975585938,$559.8099975585938
06/18/2026,$577.219970703125,28824600,$572.8200073242188,$580.219970703125,$563.0999755859375
06/17/2026,$567.5800170898438,20478300,$592,$593.8099975585938,$566.1900024414062
06/16/2026,$600.2100219726562,11344400,$593.6500244140625,$605.8099975585938,$592
06/15/2026,$593.47998046875,17653300,$579.9000244140625,$601.27001953125,$579.2999877929688
06/12/2026,$566.97998046875,14326400,$572.9500122070312,$576.0700073242188,$560.9000244140625
06/11/2026,$568.4299926757812,17628000,$565.8300170898438,$572.1699829101562,$557.010009765625
06/10/2026,$570.97998046875,17064000,$580.72998046875,$591.3200073242188,$570.5999755859375
06/09/2026,$584.5900268554688,16977400,$591,$597.6300048828125,$581.010009765625
06/08/2026,$585.3900146484375,19512400,$592,$592,$579.219970703125
06/05/2026,$593,30091600,$623.4600219726562,$629.1500244140625,$582.9099731445312
06/04/2026,$627.5700073242188,21469200,$623.6699829101562,$642.4000244140625,$622.4299926757812
06/03/2026,$622.97998046875,23020100,$603,$624.1500244140625,$600.27001953125
06/02/2026,$597.6300048828125,18252000,$603.239990234375,$608.8800048828125,$596.6799926757812
06/01/2026,$600.469970703125,29138800,$630.4000244140625,$635.75,$599.530029296875
05/29/2026,$632.510009765625,19806500,$633.5,$634.5,$623.3499755859375
05/28/2026,$635.2899780273438,16772400,$639.5,$643,$629.3099975585938
05/27/2026,$635.260009765625,23143600,$609.4000244140625,$638.5,$609
05/26/2026,$612.3400268554688,12234200,$608.8900146484375,$614.469970703125,$605.2999877929688
05/22/2026,$610.260009765625,11688600,$607.8800048828125,$614.8099975585938,$606.9500122070312
05/21/2026,$607.3800048828125,13476100,$600,$609.5999755859375,$594.8099975585938
05/20/2026,$605.0599975585938,11329700,$600.760009765625,$608,$597.8099975585938
05/19/2026,$602.6099853515625,11749900,$608.9199829101562,$613.9299926757812,$600.5499877929688
05/18/2026,$611.2100219726562,13772400,$609.1099853515625,$615.5900268554688,$603.6900024414062
05/15/2026,$614.22998046875,13272600,$613.989990234375,$621.2000122070312,$609.3099975585938
05/14/2026,$618.4299926757812,10651200,$616,$623.72998046875,$615
05/13/2026,$616.6300048828125,14634400,$598.8300170898438,$619.9000244140625,$596.6599731445312
05/12/2026,$603,11351600,$594.8200073242188,$603.75,$592.5999755859375
05/11/2026,$598.8599853515625,15940600,$604.5700073242188,$604.9099731445312,$598.0800170898438
05/08/2026,$609.6300048828125,13557000,$615.2000122070312,$616.77001953125,$606.0599975585938
05/07/2026,$616.8099975585938,12307400,$614.719970703125,$624.97998046875,$613.5399780273438
05/06/2026,$612.8800048828125,19915500,$601.0499877929688,$619.9500122070312,$598.0999755859375
05/05/2026,$604.9600219726562,17171300,$613.3099975585938,$614.3499755859375,$600.3599853515625
05/04/2026,$610.4099731445312,16203900,$607.9400024414062,$614,$602.75
05/01/2026,$608.75,21404000,$614.6900024414062,$618.8800048828125,$606.1099853515625
04/30/2026,$611.9099731445312,52765000,$619.3200073242188,$620.8499755859375,$600
04/29/2026,$669.1199951171875,18947500,$668.9099731445312,$674.25,$663.8099975585938
04/28/2026,$671.3400268554688,10606800,$674.239990234375,$678.1799926757812,$665.6300048828125
04/27/2026,$678.6199951171875,12805200,$671,$682.5,$670.8400268554688
04/24/2026,$675.030029296875,13348300,$660.3200073242188,$680.6699829101562,$653.8400268554688
04/23/2026,$659.1500244140625,11667000,$663.7000122070312,$669.5599975585938,$653.0499877929688
04/22/2026,$674.719970703125,9215600,$674.3599853515625,$678.3800048828125,$669.75
04/21/2026,$668.8400268554688,8660100,$671,$676.2000122070312,$667.3300170898438
04/20/2026,$670.9099731445312,12534000,$681.3599853515625,$683.3800048828125,$668
04/17/2026,$688.5499877929688,16283500,$678.5999755859375,$691.52001953125,$675.1300048828125
04/16/2026,$676.8699951171875,9544800,$675.989990234375,$677.5800170898438,$667.75
04/15/2026,$671.5800170898438,14952600,$667,$678.5,$664.219970703125
04/14/2026,$662.489990234375,17818000,$643.219970703125,$666.260009765625,$639.3699951171875
04/13/2026,$634.530029296875,9538900,$629.5,$635,$624.4000244140625
04/10/2026,$629.8599853515625,13294800,$634.469970703125,$638.5800170898438,$624.3300170898438
04/09/2026,$628.3900146484375,19012900,$626.969970703125,$637.5,$623
04/08/2026,$612.4199829101562,32036600,$606,$629.9500122070312,$591.8300170898438
04/07/2026,$575.0499877929688,9580800,$572.47998046875,$575.22998046875,$564.760009765625
04/06/2026,$573.02001953125,9515700,$577.6900024414062,$582.7899780273438,$572
04/02/2026,$574.4600219726562,13518500,$566.0399780273438,$578.5,$559.7000122070312
04/01/2026,$579.22998046875,23608100,$580.1300048828125,$592.5499877929688,$573.8200073242188
03/31/2026,$572.1300048828125,32898300,$549.97998046875,$573.6900024414062,$546.77001953125
03/30/2026,$536.3800048828125,22795200,$536.3800048828125,$539.5499877929688,$528.5399780273438
03/27/2026,$525.719970703125,30133000,$540.0999755859375,$543.5999755859375,$520.260009765625
03/26/2026,$547.5399780273438,35780100,$582.489990234375,$583,$543.3499755859375
03/25/2026,$594.8900146484375,12585000,$598.739990234375,$603.6699829101562,$593.4000244140625
03/24/2026,$592.9199829101562,10739700,$599.0999755859375,$601,$591
03/23/2026,$604.0599975585938,13638000,$605.7899780273438,$608.6400146484375,$599.010009765625
03/20/2026,$593.6599731445312,21214900,$603.530029296875,$603.9600219726562,$587.25
03/19/2026,$606.7000122070312,13247700,$612.1500244140625,$613,$602.260009765625
03/18/2026,$615.6799926757812,11726300,$616.3400268554688,$622.6500244140625,$614.6099853515625
03/17/2026,$622.6599731445312,10348800,$627.989990234375,$636.5499877929688,$621.7000122070312
03/16/2026,$627.4500122070312,15134900,$632,$634.75,$623.0999755859375
03/13/2026,$613.7100219726562,18957600,$623.8900146484375,$629.1699829101562,$609.5499877929688
03/12/2026,$638.1799926757812,11617500,$648.75,$653.5,$636.9000244140625
